prefix	 next_hop	 masca	 interfata
1604c0 21604c0 ffffff 2
1704c0 21704c0 ffffff 0
1804c0 21804c0 ffffff 1
1904c0 21904c0 ffffff 2
1a04c0 21a04c0 ffffff 3
1b04c0 21b04c0 ffffff 3
1c04c0 21c04c0 ffffff 1
1d04c0 21d04c0 ffffff 3
1e04c0 21e04c0 ffffff 2
1f04c0 21f04c0 ffffff 3
2004c0 22004c0 ffffff 2
2104c0 22104c0 ffffff 2
2204c0 22204c0 ffffff 3
2304c0 22304c0 ffffff 2
2404c0 22404c0 ffffff 1
2504c0 22504c0 ffffff 0
2604c0 22604c0 ffffff 1
2704c0 22704c0 ffffff 0
2804c0 22804c0 ffffff 1
2904c0 22904c0 ffffff 2
2a04c0 22a04c0 ffffff 2
2b04c0 22b04c0 ffffff 3
2c04c0 22c04c0 ffffff 1
2d04c0 22d04c0 ffffff 1
2e04c0 22e04c0 ffffff 3
2f04c0 22f04c0 ffffff 2
3004c0 23004c0 ffffff 0
3104c0 23104c0 ffffff 2
3204c0 23204c0 ffffff 2
3304c0 23304c0 ffffff 1
3404c0 23404c0 ffffff 3
3504c0 23504c0 ffffff 0
3604c0 23604c0 ffffff 1
3704c0 23704c0 ffffff 0
3804c0 23804c0 ffffff 1
3904c0 23904c0 ffffff 2
3a04c0 23a04c0 ffffff 1
3b04c0 23b04c0 ffffff 2
3c04c0 23c04c0 ffffff 2
3d04c0 23d04c0 ffffff 0
3e04c0 23e04c0 ffffff 2
3f04c0 23f04c0 ffffff 3
4004c0 24004c0 ffffff 1
4104c0 24104c0 ffffff 1
4204c0 24204c0 ffffff 2
4304c0 24304c0 ffffff 3
4404c0 24404c0 ffffff 0
4504c0 24504c0 ffffff 0
4604c0 24604c0 ffffff 3
4704c0 24704c0 ffffff 1
4804c0 24804c0 ffffff 0
4904c0 24904c0 ffffff 1
4a04c0 24a04c0 ffffff 2
4b04c0 24b04c0 ffffff 1
4c04c0 24c04c0 ffffff 2
4d04c0 24d04c0 ffffff 3
4e04c0 24e04c0 ffffff 0
4f04c0 24f04c0 ffffff 3
5004c0 25004c0 ffffff 3
5104c0 25104c0 ffffff 0
5204c0 25204c0 ffffff 3
5304c0 25304c0 ffffff 2
5404c0 25404c0 ffffff 1
5504c0 25504c0 ffffff 1
5604c0 25604c0 ffffff 3
5704c0 25704c0 ffffff 2
5804c0 25804c0 ffffff 2
5904c0 25904c0 ffffff 3
5a04c0 25a04c0 ffffff 0
5b04c0 25b04c0 ffffff 3
5c04c0 25c04c0 ffffff 0
5d04c0 25d04c0 ffffff 0
5e04c0 25e04c0 ffffff 3
5f04c0 25f04c0 ffffff 1
6004c0 26004c0 ffffff 2
6104c0 26104c0 ffffff 3
6204c0 26204c0 ffffff 3
6304c0 26304c0 ffffff 0
6404c0 26404c0 ffffff 1
6504c0 26504c0 ffffff 3
6604c0 26604c0 ffffff 2
6704c0 26704c0 ffffff 1
6804c0 26804c0 ffffff 0
6904c0 26904c0 ffffff 3
6a04c0 26a04c0 ffffff 0
6b04c0 26b04c0 ffffff 3
6c04c0 26c04c0 ffffff 0
6d04c0 26d04c0 ffffff 1
6e04c0 26e04c0 ffffff 2
6f04c0 26f04c0 ffffff 0
7004c0 27004c0 ffffff 0
7104c0 27104c0 ffffff 2
7204c0 27204c0 ffffff 2
7304c0 27304c0 ffffff 3
7404c0 27404c0 ffffff 2
7504c0 27504c0 ffffff 2
7604c0 27604c0 ffffff 2
7704c0 27704c0 ffffff 3
7804c0 27804c0 ffffff 1
7904c0 27904c0 ffffff 3
7a04c0 27a04c0 ffffff 2
7b04c0 27b04c0 ffffff 2
7c04c0 27c04c0 ffffff 1
7d04c0 27d04c0 ffffff 3
7e04c0 27e04c0 ffffff 3
7f04c0 27f04c0 ffffff 1
8004c0 28004c0 ffffff 2
8104c0 28104c0 ffffff 0
8204c0 28204c0 ffffff 3
8304c0 28304c0 ffffff 0
8404c0 28404c0 ffffff 2
8504c0 28504c0 ffffff 1
8604c0 28604c0 ffffff 0
8704c0 28704c0 ffffff 3
8804c0 28804c0 ffffff 0
8904c0 28904c0 ffffff 0
8a04c0 28a04c0 ffffff 0
8b04c0 28b04c0 ffffff 3
8c04c0 28c04c0 ffffff 2
8d04c0 28d04c0 ffffff 3
8e04c0 28e04c0 ffffff 2
8f04c0 28f04c0 ffffff 0
9004c0 29004c0 ffffff 0
9104c0 29104c0 ffffff 2
9204c0 29204c0 ffffff 2
9304c0 29304c0 ffffff 0
9404c0 29404c0 ffffff 1
9504c0 29504c0 ffffff 1
9604c0 29604c0 ffffff 2
9704c0 29704c0 ffffff 2
9804c0 29804c0 ffffff 2
9904c0 29904c0 ffffff 3
9a04c0 29a04c0 ffffff 0
9b04c0 29b04c0 ffffff 3
9c04c0 29c04c0 ffffff 3
9d04c0 29d04c0 ffffff 3
9e04c0 29e04c0 ffffff 2
9f04c0 29f04c0 ffffff 2
a004c0 2a004c0 ffffff 2
a104c0 2a104c0 ffffff 3
a204c0 2a204c0 ffffff 0
a304c0 2a304c0 ffffff 0
a404c0 2a404c0 ffffff 1
a504c0 2a504c0 ffffff 0
a604c0 2a604c0 ffffff 1
a704c0 2a704c0 ffffff 0
a804c0 2a804c0 ffffff 3
a904c0 2a904c0 ffffff 2
aa04c0 2aa04c0 ffffff 2
ab04c0 2ab04c0 ffffff 2
ac04c0 2ac04c0 ffffff 2
ad04c0 2ad04c0 ffffff 2
ae04c0 2ae04c0 ffffff 2
af04c0 2af04c0 ffffff 1
b004c0 2b004c0 ffffff 1
b104c0 2b104c0 ffffff 0
b204c0 2b204c0 ffffff 2
b304c0 2b304c0 ffffff 0
b404c0 2b404c0 ffffff 0
b504c0 2b504c0 ffffff 2
b604c0 2b604c0 ffffff 0
b704c0 2b704c0 ffffff 3
b804c0 2b804c0 ffffff 2
b904c0 2b904c0 ffffff 3
ba04c0 2ba04c0 ffffff 3
bb04c0 2bb04c0 ffffff 3
bc04c0 2bc04c0 ffffff 0
bd04c0 2bd04c0 ffffff 0
be04c0 2be04c0 ffffff 0
bf04c0 2bf04c0 ffffff 3
c004c0 2c004c0 ffffff 1
c104c0 2c104c0 ffffff 0
c204c0 2c204c0 ffffff 0
c304c0 2c304c0 ffffff 1
c404c0 2c404c0 ffffff 0
c504c0 2c504c0 ffffff 0
c604c0 2c604c0 ffffff 2
c704c0 2c704c0 ffffff 3
c804c0 2c804c0 ffffff 1
c904c0 2c904c0 ffffff 2
ca04c0 2ca04c0 ffffff 3
cb04c0 2cb04c0 ffffff 3
cc04c0 2cc04c0 ffffff 2
cd04c0 2cd04c0 ffffff 0
ce04c0 2ce04c0 ffffff 1
cf04c0 2cf04c0 ffffff 0
d004c0 2d004c0 ffffff 3
d104c0 2d104c0 ffffff 0
d204c0 2d204c0 ffffff 3
d304c0 2d304c0 ffffff 2
d404c0 2d404c0 ffffff 2
d504c0 2d504c0 ffffff 0
d604c0 2d604c0 ffffff 2
d704c0 2d704c0 ffffff 1
d804c0 2d804c0 ffffff 2
d904c0 2d904c0 ffffff 0
da04c0 2da04c0 ffffff 1
db04c0 2db04c0 ffffff 2
dc04c0 2dc04c0 ffffff 3
dd04c0 2dd04c0 ffffff 3
de04c0 2de04c0 ffffff 2
df04c0 2df04c0 ffffff 3
e004c0 2e004c0 ffffff 3
e104c0 2e104c0 ffffff 2
e204c0 2e204c0 ffffff 0
e304c0 2e304c0 ffffff 3
e404c0 2e404c0 ffffff 1
e504c0 2e504c0 ffffff 1
e604c0 2e604c0 ffffff 1
e704c0 2e704c0 ffffff 2
e804c0 2e804c0 ffffff 3
e904c0 2e904c0 ffffff 3
ea04c0 2ea04c0 ffffff 3
eb04c0 2eb04c0 ffffff 1
ec04c0 2ec04c0 ffffff 1
ed04c0 2ed04c0 ffffff 3
ee04c0 2ee04c0 ffffff 1
ef04c0 2ef04c0 ffffff 1
f004c0 2f004c0 ffffff 0
f104c0 2f104c0 ffffff 3
f204c0 2f204c0 ffffff 2
f304c0 2f304c0 ffffff 2
f404c0 2f404c0 ffffff 2
f504c0 2f504c0 ffffff 3
f604c0 2f604c0 ffffff 0
f704c0 2f704c0 ffffff 2
f804c0 2f804c0 ffffff 2
f904c0 2f904c0 ffffff 0
fa04c0 2fa04c0 ffffff 0
fb04c0 2fb04c0 ffffff 1
fc04c0 2fc04c0 ffffff 0
fd04c0 2fd04c0 ffffff 3
fe04c0 2fe04c0 ffffff 3
ff04c0 2ff04c0 ffffff 2
405c0 20405c0 ffffff 1
505c0 20505c0 ffffff 0
605c0 20605c0 ffffff 0
705c0 20705c0 ffffff 0
805c0 20805c0 ffffff 2
905c0 20905c0 ffffff 3
a05c0 20a05c0 ffffff 1
b05c0 20b05c0 ffffff 2
c05c0 20c05c0 ffffff 2
d05c0 20d05c0 ffffff 0
e05c0 20e05c0 ffffff 3
f05c0 20f05c0 ffffff 0
1005c0 21005c0 ffffff 0
1105c0 21105c0 ffffff 0
1205c0 21205c0 ffffff 2
1305c0 21305c0 ffffff 1
1405c0 21405c0 ffffff 3
1505c0 21505c0 ffffff 3
1605c0 21605c0 ffffff 0
1705c0 21705c0 ffffff 0
1805c0 21805c0 ffffff 2
1905c0 21905c0 ffffff 3
1a05c0 21a05c0 ffffff 1
1b05c0 21b05c0 ffffff 0
1c05c0 21c05c0 ffffff 2
1d05c0 21d05c0 ffffff 2
1e05c0 21e05c0 ffffff 2
1f05c0 21f05c0 ffffff 0
2005c0 22005c0 ffffff 0
2105c0 22105c0 ffffff 2
2205c0 22205c0 ffffff 3
2305c0 22305c0 ffffff 0
2405c0 22405c0 ffffff 2
2505c0 22505c0 ffffff 0
2605c0 22605c0 ffffff 1
2705c0 22705c0 ffffff 3
2805c0 22805c0 ffffff 3
2905c0 22905c0 ffffff 2
2a05c0 22a05c0 ffffff 3
2b05c0 22b05c0 ffffff 1
2c05c0 22c05c0 ffffff 1
2d05c0 22d05c0 ffffff 1
2e05c0 22e05c0 ffffff 0
2f05c0 22f05c0 ffffff 2
3005c0 23005c0 ffffff 1
3105c0 23105c0 ffffff 0
3205c0 23205c0 ffffff 3
3305c0 23305c0 ffffff 3
3405c0 23405c0 ffffff 1
3505c0 23505c0 ffffff 1
3605c0 23605c0 ffffff 0
3705c0 23705c0 ffffff 1
3805c0 23805c0 ffffff 3
3905c0 23905c0 ffffff 2
3a05c0 23a05c0 ffffff 0
3b05c0 23b05c0 ffffff 1
3c05c0 23c05c0 ffffff 3
3d05c0 23d05c0 ffffff 1
3e05c0 23e05c0 ffffff 3
3f05c0 23f05c0 ffffff 3
4005c0 24005c0 ffffff 1
4105c0 24105c0 ffffff 1
4205c0 24205c0 ffffff 1
4305c0 24305c0 ffffff 0
4405c0 24405c0 ffffff 1
4505c0 24505c0 ffffff 1
4605c0 24605c0 ffffff 3
4705c0 24705c0 ffffff 1
4805c0 24805c0 ffffff 2
4905c0 24905c0 ffffff 3
4a05c0 24a05c0 ffffff 2
4b05c0 24b05c0 ffffff 0
4c05c0 24c05c0 ffffff 1
4d05c0 24d05c0 ffffff 1
4e05c0 24e05c0 ffffff 3
4f05c0 24f05c0 ffffff 0
5005c0 25005c0 ffffff 1
5105c0 25105c0 ffffff 3
5205c0 25205c0 ffffff 2
5305c0 25305c0 ffffff 0
5405c0 25405c0 ffffff 0
5505c0 25505c0 ffffff 1
5605c0 25605c0 ffffff 0
5705c0 25705c0 ffffff 2
5805c0 25805c0 ffffff 3
5905c0 25905c0 ffffff 0
5a05c0 25a05c0 ffffff 2
5b05c0 25b05c0 ffffff 3
5c05c0 25c05c0 ffffff 2
5d05c0 25d05c0 ffffff 1
5e05c0 25e05c0 ffffff 2
5f05c0 25f05c0 ffffff 3
6005c0 26005c0 ffffff 1
6105c0 26105c0 ffffff 1
6205c0 26205c0 ffffff 0
6305c0 26305c0 ffffff 0
6405c0 26405c0 ffffff 1
6505c0 26505c0 ffffff 1
6605c0 26605c0 ffffff 2
6705c0 26705c0 ffffff 2
6805c0 26805c0 ffffff 3
6905c0 26905c0 ffffff 0
6a05c0 26a05c0 ffffff 0
6b05c0 26b05c0 ffffff 3
6c05c0 26c05c0 ffffff 1
6d05c0 26d05c0 ffffff 1
6e05c0 26e05c0 ffffff 3
6f05c0 26f05c0 ffffff 1
7005c0 27005c0 ffffff 2
7105c0 27105c0 ffffff 1
7205c0 27205c0 ffffff 3
7305c0 27305c0 ffffff 3
7405c0 27405c0 ffffff 2
7505c0 27505c0 ffffff 0
7605c0 27605c0 ffffff 0
7705c0 27705c0 ffffff 2
7805c0 27805c0 ffffff 0
7905c0 27905c0 ffffff 2
7a05c0 27a05c0 ffffff 2
7b05c0 27b05c0 ffffff 2
7c05c0 27c05c0 ffffff 1
7d05c0 27d05c0 ffffff 0
7e05c0 27e05c0 ffffff 1
7f05c0 27f05c0 ffffff 2
8005c0 28005c0 ffffff 2
8105c0 28105c0 ffffff 3
8205c0 28205c0 ffffff 2
8305c0 28305c0 ffffff 1
8405c0 28405c0 ffffff 0
8505c0 28505c0 ffffff 3
8605c0 28605c0 ffffff 3
8705c0 28705c0 ffffff 2
8805c0 28805c0 ffffff 2
8905c0 28905c0 ffffff 0
8a05c0 28a05c0 ffffff 1
8b05c0 28b05c0 ffffff 2
8c05c0 28c05c0 ffffff 1
8d05c0 28d05c0 ffffff 2
8e05c0 28e05c0 ffffff 1
8f05c0 28f05c0 ffffff 0
9005c0 29005c0 ffffff 3
9105c0 29105c0 ffffff 1
9205c0 29205c0 ffffff 1
9305c0 29305c0 ffffff 1
9405c0 29405c0 ffffff 1
9505c0 29505c0 ffffff 2
9605c0 29605c0 ffffff 3
9705c0 29705c0 ffffff 0
9805c0 29805c0 ffffff 0
9905c0 29905c0 ffffff 0
9a05c0 29a05c0 ffffff 3
9b05c0 29b05c0 ffffff 2
9c05c0 29c05c0 ffffff 2
9d05c0 29d05c0 ffffff 2
9e05c0 29e05c0 ffffff 0
9f05c0 29f05c0 ffffff 0
a005c0 2a005c0 ffffff 3
a105c0 2a105c0 ffffff 2
a205c0 2a205c0 ffffff 1
a305c0 2a305c0 ffffff 3
a405c0 2a405c0 ffffff 2
a505c0 2a505c0 ffffff 2
a605c0 2a605c0 ffffff 0
a705c0 2a705c0 ffffff 3
a805c0 2a805c0 ffffff 0
a905c0 2a905c0 ffffff 0
aa05c0 2aa05c0 ffffff 0
ab05c0 2ab05c0 ffffff 0
ac05c0 2ac05c0 ffffff 2
ad05c0 2ad05c0 ffffff 1
ae05c0 2ae05c0 ffffff 3
af05c0 2af05c0 ffffff 0
b005c0 2b005c0 ffffff 0
b105c0 2b105c0 ffffff 1
b205c0 2b205c0 ffffff 0
b305c0 2b305c0 ffffff 2
b405c0 2b405c0 ffffff 3
b505c0 2b505c0 ffffff 1
b605c0 2b605c0 ffffff 1
b705c0 2b705c0 ffffff 0
b805c0 2b805c0 ffffff 0
b905c0 2b905c0 ffffff 1
ba05c0 2ba05c0 ffffff 3
bb05c0 2bb05c0 ffffff 2
bc05c0 2bc05c0 ffffff 2
bd05c0 2bd05c0 ffffff 2
be05c0 2be05c0 ffffff 2
bf05c0 2bf05c0 ffffff 3
c005c0 2c005c0 ffffff 3
c105c0 2c105c0 ffffff 3
c205c0 2c205c0 ffffff 3
c305c0 2c305c0 ffffff 1
c405c0 2c405c0 ffffff 1
c505c0 2c505c0 ffffff 1
c605c0 2c605c0 ffffff 1
c705c0 2c705c0 ffffff 2
c805c0 2c805c0 ffffff 3
c905c0 2c905c0 ffffff 0
ca05c0 2ca05c0 ffffff 1
cb05c0 2cb05c0 ffffff 0
cc05c0 2cc05c0 ffffff 0
cd05c0 2cd05c0 ffffff 1
ce05c0 2ce05c0 ffffff 3
cf05c0 2cf05c0 ffffff 0
d005c0 2d005c0 ffffff 3
d105c0 2d105c0 ffffff 3
d205c0 2d205c0 ffffff 1
d305c0 2d305c0 ffffff 0
d405c0 2d405c0 ffffff 2
d505c0 2d505c0 ffffff 3
d605c0 2d605c0 ffffff 3
d705c0 2d705c0 ffffff 3
d805c0 2d805c0 ffffff 0
d905c0 2d905c0 ffffff 0
da05c0 2da05c0 ffffff 1
db05c0 2db05c0 ffffff 2
dc05c0 2dc05c0 ffffff 2
dd05c0 2dd05c0 ffffff 3
de05c0 2de05c0 ffffff 1
df05c0 2df05c0 ffffff 3
e005c0 2e005c0 ffffff 0
e105c0 2e105c0 ffffff 0
e205c0 2e205c0 ffffff 1
e305c0 2e305c0 ffffff 0
e405c0 2e405c0 ffffff 1
e505c0 2e505c0 ffffff 1
e605c0 2e605c0 ffffff 2
e705c0 2e705c0 ffffff 1
e805c0 2e805c0 ffffff 1
e905c0 2e905c0 ffffff 1
ea05c0 2ea05c0 ffffff 2
eb05c0 2eb05c0 ffffff 2
ec05c0 2ec05c0 ffffff 0
ed05c0 2ed05c0 ffffff 0
ee05c0 2ee05c0 ffffff 1
ef05c0 2ef05c0 ffffff 3
f005c0 2f005c0 ffffff 0
f105c0 2f105c0 ffffff 0
f205c0 2f205c0 ffffff 3
f305c0 2f305c0 ffffff 1
f405c0 2f405c0 ffffff 3
f505c0 2f505c0 ffffff 2
f605c0 2f605c0 ffffff 0
f705c0 2f705c0 ffffff 2
f805c0 2f805c0 ffffff 2
f905c0 2f905c0 ffffff 0
fa05c0 2fa05c0 ffffff 0
fb05c0 2fb05c0 ffffff 2
fc05c0 2fc05c0 ffffff 1
fd05c0 2fd05c0 ffffff 2
fe05c0 2fe05c0 ffffff 0
ff05c0 2ff05c0 ffffff 2
406c0 20406c0 ffffff 3
506c0 20506c0 ffffff 2
606c0 20606c0 ffffff 1
706c0 20706c0 ffffff 3
806c0 20806c0 ffffff 0
906c0 20906c0 ffffff 0
a06c0 20a06c0 ffffff 0
b06c0 20b06c0 ffffff 2
c06c0 20c06c0 ffffff 1
d06c0 20d06c0 ffffff 2
e06c0 20e06c0 ffffff 0
f06c0 20f06c0 ffffff 2
1006c0 21006c0 ffffff 0
1106c0 21106c0 ffffff 1
1206c0 21206c0 ffffff 2
1306c0 21306c0 ffffff 0
1406c0 21406c0 ffffff 2
1506c0 21506c0 ffffff 0
1606c0 21606c0 ffffff 2
1706c0 21706c0 ffffff 0
1806c0 21806c0 ffffff 0
1906c0 21906c0 ffffff 1
1a06c0 21a06c0 ffffff 3
1b06c0 21b06c0 ffffff 1
1c06c0 21c06c0 ffffff 3
1d06c0 21d06c0 ffffff 3
1e06c0 21e06c0 ffffff 0
1f06c0 21f06c0 ffffff 1
2006c0 22006c0 ffffff 3
2106c0 22106c0 ffffff 1
2206c0 22206c0 ffffff 3
2306c0 22306c0 ffffff 1
2406c0 22406c0 ffffff 3
2506c0 22506c0 ffffff 0
2606c0 22606c0 ffffff 2
2706c0 22706c0 ffffff 1
2806c0 22806c0 ffffff 0
2906c0 22906c0 ffffff 0
2a06c0 22a06c0 ffffff 3
2b06c0 22b06c0 ffffff 0
2c06c0 22c06c0 ffffff 0
2d06c0 22d06c0 ffffff 1
2e06c0 22e06c0 ffffff 2
2f06c0 22f06c0 ffffff 2
3006c0 23006c0 ffffff 1
3106c0 23106c0 ffffff 1
3206c0 23206c0 ffffff 0
3306c0 23306c0 ffffff 2
3406c0 23406c0 ffffff 1
3506c0 23506c0 ffffff 2
3606c0 23606c0 ffffff 2
3706c0 23706c0 ffffff 1
3806c0 23806c0 ffffff 1
3906c0 23906c0 ffffff 2
3a06c0 23a06c0 ffffff 3
3b06c0 23b06c0 ffffff 1
3c06c0 23c06c0 ffffff 1
3d06c0 23d06c0 ffffff 1
3e06c0 23e06c0 ffffff 2
3f06c0 23f06c0 ffffff 2
4006c0 24006c0 ffffff 1
4106c0 24106c0 ffffff 1
4206c0 24206c0 ffffff 1
4306c0 24306c0 ffffff 1
4406c0 24406c0 ffffff 2
4506c0 24506c0 ffffff 0
4606c0 24606c0 ffffff 2
4706c0 24706c0 ffffff 3
4806c0 24806c0 ffffff 3
4906c0 24906c0 ffffff 0
4a06c0 24a06c0 ffffff 3
4b06c0 24b06c0 ffffff 2
4c06c0 24c06c0 ffffff 1
4d06c0 24d06c0 ffffff 2
4e06c0 24e06c0 ffffff 1
4f06c0 24f06c0 ffffff 0
5006c0 25006c0 ffffff 2
5106c0 25106c0 ffffff 0
5206c0 25206c0 ffffff 0
5306c0 25306c0 ffffff 0
5406c0 25406c0 ffffff 0
5506c0 25506c0 ffffff 2
5606c0 25606c0 ffffff 3
5706c0 25706c0 ffffff 0
5806c0 25806c0 ffffff 1
5906c0 25906c0 ffffff 1
5a06c0 25a06c0 ffffff 1
5b06c0 25b06c0 ffffff 2
5c06c0 25c06c0 ffffff 1
5d06c0 25d06c0 ffffff 1
5e06c0 25e06c0 ffffff 0
5f06c0 25f06c0 ffffff 3
6006c0 26006c0 ffffff 1
6106c0 26106c0 ffffff 0
6206c0 26206c0 ffffff 2
6306c0 26306c0 ffffff 2
6406c0 26406c0 ffffff 2
6506c0 26506c0 ffffff 2
6606c0 26606c0 ffffff 3
6706c0 26706c0 ffffff 3
6806c0 26806c0 ffffff 1
6906c0 26906c0 ffffff 3
6a06c0 26a06c0 ffffff 2
6b06c0 26b06c0 ffffff 0
6c06c0 26c06c0 ffffff 2
6d06c0 26d06c0 ffffff 0
6e06c0 26e06c0 ffffff 1
6f06c0 26f06c0 ffffff 3
7006c0 27006c0 ffffff 2
7106c0 27106c0 ffffff 0
7206c0 27206c0 ffffff 0
7306c0 27306c0 ffffff 1
7406c0 27406c0 ffffff 0
7506c0 27506c0 ffffff 2
7606c0 27606c0 ffffff 1
7706c0 27706c0 ffffff 2
7806c0 27806c0 ffffff 2
7906c0 27906c0 ffffff 1
7a06c0 27a06c0 ffffff 1
7b06c0 27b06c0 ffffff 1
7c06c0 27c06c0 ffffff 3
7d06c0 27d06c0 ffffff 2
7e06c0 27e06c0 ffffff 2
7f06c0 27f06c0 ffffff 3
8006c0 28006c0 ffffff 0
8106c0 28106c0 ffffff 0
8206c0 28206c0 ffffff 0
8306c0 28306c0 ffffff 0
8406c0 28406c0 ffffff 1
8506c0 28506c0 ffffff 2
8606c0 28606c0 ffffff 2
8706c0 28706c0 ffffff 0
8806c0 28806c0 ffffff 1
8906c0 28906c0 ffffff 3
8a06c0 28a06c0 ffffff 0
8b06c0 28b06c0 ffffff 3
8c06c0 28c06c0 ffffff 3
8d06c0 28d06c0 ffffff 2
8e06c0 28e06c0 ffffff 0
8f06c0 28f06c0 ffffff 1
9006c0 29006c0 ffffff 0
9106c0 29106c0 ffffff 3
9206c0 29206c0 ffffff 1
9306c0 29306c0 ffffff 0
9406c0 29406c0 ffffff 1
9506c0 29506c0 ffffff 1
9606c0 29606c0 ffffff 3
9706c0 29706c0 ffffff 3
9806c0 29806c0 ffffff 0
9906c0 29906c0 ffffff 3
9a06c0 29a06c0 ffffff 1
9b06c0 29b06c0 ffffff 1
9c06c0 29c06c0 ffffff 1
9d06c0 29d06c0 ffffff 1
9e06c0 29e06c0 ffffff 0
9f06c0 29f06c0 ffffff 3
a006c0 2a006c0 ffffff 3
a106c0 2a106c0 ffffff 1
a206c0 2a206c0 ffffff 2
a306c0 2a306c0 ffffff 1
a406c0 2a406c0 ffffff 0
a506c0 2a506c0 ffffff 3
a606c0 2a606c0 ffffff 2
a706c0 2a706c0 ffffff 3
a806c0 2a806c0 ffffff 1
a906c0 2a906c0 ffffff 3
aa06c0 2aa06c0 ffffff 2
ab06c0 2ab06c0 ffffff 3
ac06c0 2ac06c0 ffffff 2
ad06c0 2ad06c0 ffffff 1
ae06c0 2ae06c0 ffffff 1
af06c0 2af06c0 ffffff 1
b006c0 2b006c0 ffffff 0
b106c0 2b106c0 ffffff 1
b206c0 2b206c0 ffffff 1
b306c0 2b306c0 ffffff 3
b406c0 2b406c0 ffffff 2
b506c0 2b506c0 ffffff 3
b606c0 2b606c0 ffffff 2
b706c0 2b706c0 ffffff 3
b806c0 2b806c0 ffffff 0
b906c0 2b906c0 ffffff 0
ba06c0 2ba06c0 ffffff 2
bb06c0 2bb06c0 ffffff 2
bc06c0 2bc06c0 ffffff 2
bd06c0 2bd06c0 ffffff 2
be06c0 2be06c0 ffffff 1
bf06c0 2bf06c0 ffffff 1
c006c0 2c006c0 ffffff 0
c106c0 2c106c0 ffffff 1
c206c0 2c206c0 ffffff 2
c306c0 2c306c0 ffffff 1
c406c0 2c406c0 ffffff 0
c506c0 2c506c0 ffffff 0
c606c0 2c606c0 ffffff 3
c706c0 2c706c0 ffffff 0
c806c0 2c806c0 ffffff 1
c906c0 2c906c0 ffffff 3
ca06c0 2ca06c0 ffffff 1
cb06c0 2cb06c0 ffffff 1
cc06c0 2cc06c0 ffffff 0
cd06c0 2cd06c0 ffffff 2
ce06c0 2ce06c0 ffffff 0
cf06c0 2cf06c0 ffffff 3
d006c0 2d006c0 ffffff 2
d106c0 2d106c0 ffffff 3
d206c0 2d206c0 ffffff 0
d306c0 2d306c0 ffffff 0
d406c0 2d406c0 ffffff 1
d506c0 2d506c0 ffffff 0
d606c0 2d606c0 ffffff 2
d706c0 2d706c0 ffffff 2
d806c0 2d806c0 ffffff 3
d906c0 2d906c0 ffffff 3
da06c0 2da06c0 ffffff 3
db06c0 2db06c0 ffffff 2
dc06c0 2dc06c0 ffffff 0
dd06c0 2dd06c0 ffffff 2
de06c0 2de06c0 ffffff 0
df06c0 2df06c0 ffffff 3
e006c0 2e006c0 ffffff 0
e106c0 2e106c0 ffffff 1
e206c0 2e206c0 ffffff 1
e306c0 2e306c0 ffffff 1
e406c0 2e406c0 ffffff 3
e506c0 2e506c0 ffffff 1
e606c0 2e606c0 ffffff 1
e706c0 2e706c0 ffffff 1
e806c0 2e806c0 ffffff 3
e906c0 2e906c0 ffffff 2
ea06c0 2ea06c0 ffffff 1
eb06c0 2eb06c0 ffffff 3
ec06c0 2ec06c0 ffffff 0
ed06c0 2ed06c0 ffffff 3
ee06c0 2ee06c0 ffffff 2
ef06c0 2ef06c0 ffffff 0
f006c0 2f006c0 ffffff 0
f106c0 2f106c0 ffffff 1
f206c0 2f206c0 ffffff 0
f306c0 2f306c0 ffffff 3
f406c0 2f406c0 ffffff 3
f506c0 2f506c0 ffffff 3
f606c0 2f606c0 ffffff 2
f706c0 2f706c0 ffffff 0
f806c0 2f806c0 ffffff 1
f906c0 2f906c0 ffffff 0
fa06c0 2fa06c0 ffffff 3
fb06c0 2fb06c0 ffffff 0
fc06c0 2fc06c0 ffffff 1
fd06c0 2fd06c0 ffffff 2
fe06c0 2fe06c0 ffffff 2
ff06c0 2ff06c0 ffffff 1
407c0 20407c0 ffffff 3
507c0 20507c0 ffffff 3
607c0 20607c0 ffffff 2
707c0 20707c0 ffffff 0
807c0 20807c0 ffffff 1
907c0 20907c0 ffffff 0
a07c0 20a07c0 ffffff 1
b07c0 20b07c0 ffffff 3
c07c0 20c07c0 ffffff 3
d07c0 20d07c0 ffffff 2
e07c0 20e07c0 ffffff 1
f07c0 20f07c0 ffffff 2
1007c0 21007c0 ffffff 0
1107c0 21107c0 ffffff 3
1207c0 21207c0 ffffff 0
1307c0 21307c0 ffffff 1
1407c0 21407c0 ffffff 3
1507c0 21507c0 ffffff 0
1607c0 21607c0 ffffff 2
1707c0 21707c0 ffffff 1
1807c0 21807c0 ffffff 2
1907c0 21907c0 ffffff 2
1a07c0 21a07c0 ffffff 2
1b07c0 21b07c0 ffffff 3
1c07c0 21c07c0 ffffff 0
1d07c0 21d07c0 ffffff 2
1e07c0 21e07c0 ffffff 0
1f07c0 21f07c0 ffffff 3
2007c0 22007c0 ffffff 1
2107c0 22107c0 ffffff 3
2207c0 22207c0 ffffff 0
2307c0 22307c0 ffffff 2
2407c0 22407c0 ffffff 3
2507c0 22507c0 ffffff 2
2607c0 22607c0 ffffff 0
2707c0 22707c0 ffffff 3
2807c0 22807c0 ffffff 3
